AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,P101,P102,P103,P103A,P110,P110A1,P111A,P1121,P1144,P301A,P530A,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P7,confi
2020,01,005009,012,11,010101,4,4,1,3,5,4,1,1,1,1,1,6,1676,1,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,38.095238095238095
2020,01,005009,012,11,010101,4,4,1,3,5,4,1,1,1,1,1,6,1676,1,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,38.095238095238095
2020,01,005009,041,11,010101,4,4,1,1,5,1,1,1,1,1,0,1,1269,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,31.746031746031743
2020,01,005009,041,11,010101,4,4,1,1,5,1,1,1,1,1,0,10,1269,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,5,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,6,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,8,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,9,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,5,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005009,098,11,010101,4,4,4,1,5,1,2,1,2,1,1,2,336,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,31.746031746031743
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,8,1805,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,8,31,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,8,1805,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,8,31,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,5,1805,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,5,31,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,2,1805,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,007,11,010101,4,4,1,3,5,4,1,1,1,1,1,2,31,1,1,2,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,9.523809523809524
2020,01,005015,085,11,010101,4,4,1,3,5,3,1,1,1,1,0,4,164,3,3,3,2,2,2,2,3,3,4,3,2,2,2,2,3,2,3,3,3,2,2,52.38095238095239
2020,01,005015,085,11,010101,4,4,1,3,5,3,1,1,1,1,0,5,164,3,3,3,2,2,2,2,3,3,4,3,2,2,2,2,3,2,3,3,3,2,2,52.38095238095239
2020,01,005015,085,11,010101,4,4,1,3,5,3,1,1,1,1,0,11,164,3,3,3,2,2,2,2,3,3,4,3,2,2,2,2,3,2,3,3,3,2,2,52.38095238095239
2020,01,005015,085,11,010101,4,4,1,3,5,3,1,1,1,1,0,3,164,3,3,3,2,2,2,2,3,3,4,3,2,2,2,2,3,2,3,3,3,2,2,52.38095238095239
2020,01,005032,014,11,010201,7,4,1,3,5,4,1,1,1,1,1,8,5973,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,20.634920634920633
2020,01,005032,014,11,010201,7,4,1,3,5,4,1,1,1,1,1,8,5973,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,20.634920634920633
2020,01,005032,014,11,010201,7,4,1,3,5,4,1,1,1,1,1,3,5973,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,20.634920634920633
2020,01,005032,014,11,010201,7,4,1,3,5,4,1,1,1,1,1,1,5973,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,20.634920634920633
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,6,580,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,6,229,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,3,580,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,3,229,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,1,580,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,1,229,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,6,580,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,003,11,010701,7,4,1,4,5,4,1,2,5,1,1,6,229,1,1,3,3,3,2,2,2,1,3,2,2,1,1,2,3,3,2,2,2,2,2,34.92063492063492
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,4,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,4,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,6,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,5,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,3,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,6,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,6,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005049,009,11,010701,7,4,1,1,6,4,1,1,4,1,0,3,103,1,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,11.11111111111111
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,4,349,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,4,79,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,4,349,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,4,79,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,5,349,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,052,11,010502,4,5,1,9,6,2,1,1,4,1,0,5,79,3,3,4,2,2,3,4,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,52.38095238095239
2020,01,005062,078,11,010502,4,5,1,4,4,4,1,2,1,1,0,7,580,2,2,4,2,2,3,3,2,2,3,4,1,2,2,3,4,2,1,1,2,2,1,44.44444444444444
2020,01,005062,078,11,010502,4,5,1,4,4,4,1,2,1,1,0,3,580,2,2,4,2,2,3,3,2,2,3,4,1,2,2,3,4,2,1,1,2,2,1,44.44444444444444
2020,01,005062,078,11,010502,4,5,1,4,4,4,1,2,1,1,0,3,580,2,2,4,2,2,3,3,2,2,3,4,1,2,2,3,4,2,1,1,2,2,1,44.44444444444444
2020,01,005063,037,11,010501,4,5,1,3,5,3,1,1,1,1,1,4,197,2,1,2,1,1,3,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,14.285714285714285
2020,01,005063,037,11,010501,4,5,1,3,5,3,1,1,1,1,1,10,197,2,1,2,1,1,3,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,14.285714285714285
2020,01,005063,062,11,010501,4,5,1,3,4,3,1,2,1,1,1,8,43,4,4,3,3,3,2,4,2,2,3,1,1,1,2,2,4,1,1,1,1,1,2,39.682539682539684
2020,01,005091,090,11,010203,7,6,1,3,6,4,1,2,1,1,0,3,182,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,1,2,11.11111111111111
2020,01,005091,090,11,010203,7,6,1,3,6,4,1,2,1,1,0,4,182,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,1,2,11.11111111111111
2020,01,005091,090,11,010203,7,6,1,3,6,4,1,2,1,1,0,8,182,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,1,2,11.11111111111111
2020,01,005091,090,11,010203,7,6,1,3,6,4,1,2,1,1,0,6,182,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,1,2,11.11111111111111
2020,01,005091,090,11,010203,7,6,1,3,6,4,1,2,1,1,0,3,182,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,2,1,2,11.11111111111111
2020,01,005091,114,11,010203,7,6,1,1,5,4,1,2,1,1,1,10,2059,2,2,3,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,3,1,2,17.46031746031746
2020,01,005091,114,11,010203,7,6,1,1,5,4,1,2,1,1,1,5,2059,2,2,3,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,3,1,2,17.46031746031746
2020,01,005124,010,11,010306,4,7,1,7,5,4,1,2,4,1,1,8,28,2,1,2,4,4,2,1,1,1,4,2,1,2,1,2,2,2,1,2,2,2,2,31.746031746031743
2020,01,005124,010,11,010306,4,7,1,7,5,4,1,2,4,1,1,8,28,2,1,2,4,4,2,1,1,1,4,2,1,2,1,2,2,2,1,2,2,2,2,31.746031746031743
2020,01,005124,010,11,010306,4,7,1,7,5,4,1,2,4,1,1,3,28,2,1,2,4,4,2,1,1,1,4,2,1,2,1,2,2,2,1,2,2,2,2,31.746031746031743
2020,01,005124,010,11,010306,4,7,1,7,5,4,1,2,4,1,1,9,28,2,1,2,4,4,2,1,1,1,4,2,1,2,1,2,2,2,1,2,2,2,2,31.746031746031743
2020,01,005124,010,11,010306,4,7,1,7,5,4,1,2,4,1,1,2,28,2,1,2,4,4,2,1,1,1,4,2,1,2,1,2,2,2,1,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,1,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,1,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,5,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,5,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,9,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,9,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,5,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,5,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,6,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,6,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,6,24,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005124,102,11,010306,4,7,1,1,5,4,1,1,1,1,0,6,800,1,2,3,1,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,31.746031746031743
2020,01,005127,034,11,010304,4,7,1,1,5,4,1,2,1,1,0,4,253,2,2,2,1,2,2,2,1,2,3,2,1,1,1,3,1,2,2,2,2,2,2,26.984126984126984
2020,01,005127,034,11,010304,4,7,1,1,5,4,1,2,1,1,0,3,253,2,2,2,1,2,2,2,1,2,3,2,1,1,1,3,1,2,2,2,2,2,2,26.984126984126984
2020,01,005127,034,11,010304,4,7,1,1,5,4,1,2,1,1,0,5,253,2,2,2,1,2,2,2,1,2,3,2,1,1,1,3,1,2,2,2,2,2,2,26.984126984126984
2020,01,005127,036,11,010304,4,7,1,1,5,1,1,2,4,1,0,5,639,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,25.396825396825395
2020,01,005127,036,11,010304,4,7,1,1,5,1,1,2,4,1,0,3,639,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,25.396825396825395
2020,01,005127,036,11,010304,4,7,1,1,5,1,1,2,4,1,0,5,639,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,25.396825396825395
2020,01,005127,036,11,010304,4,7,1,1,5,1,1,2,4,1,0,5,639,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,25.396825396825395
2020,01,005127,036,11,010304,4,7,1,1,5,1,1,2,4,1,0,3,639,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,2,25.396825396825395
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,4,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,4,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,7,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,6,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,4,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,079,11,010304,4,7,1,7,6,4,1,2,1,1,1,3,522,3,3,3,2,3,2,1,3,2,4,3,2,2,3,4,2,3,2,3,2,2,2,52.38095238095239
2020,01,005127,081,11,010304,4,7,1,7,5,4,1,2,1,1,1,10,1244,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,25.396825396825395
2020,01,005127,081,11,010304,4,7,1,7,5,4,1,2,1,1,1,7,1244,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,25.396825396825395
2020,01,005134,128,11,010520,4,7,1,4,4,4,1,2,7,1,0,4,142,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,1,2,2,2,2,30.158730158730158
2020,01,005134,128,11,010520,4,7,1,4,4,4,1,2,7,1,0,4,142,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,1,2,2,2,2,30.158730158730158
2020,01,005134,128,11,010520,4,7,1,4,4,4,1,2,7,1,0,5,142,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,1,2,2,2,2,30.158730158730158
2020,01,005134,128,11,010520,4,7,1,4,4,4,1,2,7,1,0,4,142,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,1,2,2,2,2,30.158730158730158
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,4,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,4,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,3,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,3,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,6,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,6,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,5,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,5,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,4,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,4,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,6,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,6,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,1,293,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,028,11,010513,4,7,1,4,4,4,1,2,1,1,0,1,148,2,1,4,4,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,1,2,2,38.095238095238095
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,8,948,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,8,7950,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,6,948,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,6,7950,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,2,948,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005138,118,11,010513,4,7,1,4,5,4,1,2,1,1,0,2,7950,2,2,3,2,2,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,1,2,30.158730158730158
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,3,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,3,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,5,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,5,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,3,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,024,11,010114,4,7,1,1,5,4,1,2,1,1,0,2,182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,005149,037,11,010114,4,7,1,4,6,4,1,2,5,1,0,3,376,4,4,4,4,4,4,4,1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,58.730158730158735
2020,01,005149,037,11,010114,4,7,1,4,6,4,1,2,5,1,0,3,376,4,4,4,4,4,4,4,1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,58.730158730158735
2020,01,005149,037,11,010114,4,7,1,4,6,4,1,2,5,1,0,1,376,4,4,4,4,4,4,4,1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,58.730158730158735
2020,01,005159,003,11,010103,4,7,1,3,6,4,1,2,5,1,0,4,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
2020,01,005159,003,11,010103,4,7,1,3,6,4,1,2,5,1,0,1,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
2020,01,005159,003,11,010103,4,7,1,3,6,4,1,2,5,1,0,5,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,253,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,80,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,253,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,80,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,253,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005159,073,11,010103,4,7,1,4,5,3,1,1,1,1,0,3,80,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,12.698412698412698
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,4,117,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,4,1532,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,3,117,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,3,1532,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,7,117,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,7,1532,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,7,117,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,7,1532,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,5,117,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,010,11,021803,2,2,1,1,5,1,1,1,1,1,1,5,1532,3,3,3,2,2,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,3,42.857142857142854
2020,01,005170,045,11,021803,2,2,1,3,6,6,1,1,1,1,1,1,375,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,6.349206349206349
2020,01,005170,045,11,021803,2,2,1,3,6,6,1,1,1,1,1,6,375,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,6.349206349206349
