AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,P101,P102,P103,P103A,P110,P110A1,P111A,P1121,P1144,P301A,P530A,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P7,confi
2020,01,008978,107,11,210101,6,2,4,1,5,1,2,1,2,1,1,9,920,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,7.936507936507936
2020,01,008978,107,11,210101,6,2,4,1,5,1,2,1,2,1,1,5,920,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,7.936507936507936
2020,01,008987,019,11,210301,6,5,4,1,5,1,2,1,2,1,0,3,286,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4,2,3,3,3,3,3,58.730158730158735
2020,01,008987,019,11,210301,6,5,4,1,5,1,2,1,2,1,0,6,286,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4,2,3,3,3,3,3,58.730158730158735
2020,01,008987,019,11,210301,6,5,4,1,5,1,2,1,2,1,0,2,286,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4,2,3,3,3,3,3,58.730158730158735
2020,01,008997,023,11,210201,6,5,4,3,4,4,2,1,2,1,0,9,683,1,2,3,1,1,2,2,2,3,3,3,1,1,1,1,1,2,3,2,1,1,1,25.396825396825395
2020,01,008997,023,11,210201,6,5,4,3,4,4,2,1,2,1,0,10,683,1,2,3,1,1,2,2,2,3,3,3,1,1,1,1,1,2,3,2,1,1,1,25.396825396825395
2020,01,008997,023,11,210201,6,5,4,3,4,4,2,1,2,1,0,3,683,1,2,3,1,1,2,2,2,3,3,3,1,1,1,1,1,2,3,2,1,1,1,25.396825396825395
2020,01,008997,043,11,210201,6,5,1,1,5,1,1,1,1,1,0,4,139,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,19.047619047619047
2020,01,008997,043,11,210201,6,5,1,1,5,1,1,1,1,1,0,7,139,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,19.047619047619047
2020,01,008997,043,11,210201,6,5,1,1,5,1,1,1,1,1,0,3,139,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,19.047619047619047
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,6,540,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,6,5249,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,6,540,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,6,5249,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,9,540,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,9,5249,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,3,540,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009004,037,11,211101,6,2,1,1,5,1,1,1,5,1,0,3,5249,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4.761904761904762
2020,01,009024,009,11,211101,6,2,3,3,5,4,1,1,1,1,0,3,295,2,4,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,38.095238095238095
2020,01,009024,009,11,211101,6,2,3,3,5,4,1,1,1,1,0,3,104,2,4,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,38.095238095238095
2020,01,009024,009,11,211101,6,2,3,3,5,4,1,1,1,1,0,6,295,2,4,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,38.095238095238095
2020,01,009024,009,11,211101,6,2,3,3,5,4,1,1,1,1,0,6,104,2,4,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,38.095238095238095
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,8,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,6,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,5,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,5,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,3,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,070,11,211101,6,2,4,3,5,4,2,1,2,1,1,1,712,2,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,36.507936507936506
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,6,520,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,6,100,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,9,520,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,9,100,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,3,520,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009024,144,11,211101,6,2,4,1,5,1,2,1,2,1,1,3,100,1,2,3,3,3,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,2,2,20.634920634920633
2020,01,009040,114,11,210310,6,7,1,3,6,4,1,1,1,1,0,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1.5873015873015872
2020,01,009040,114,11,210310,6,7,1,3,6,4,1,1,1,1,0,3,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1.5873015873015872
2020,01,009040,114,11,210310,6,7,1,3,6,4,1,1,1,1,0,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1.5873015873015872
2020,01,009040,114,11,210310,6,7,1,3,6,4,1,1,1,1,0,5,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1.5873015873015872
2020,01,009109,173,11,210401,6,7,1,3,6,4,1,2,5,1,0,6,23,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,7.936507936507936
2020,01,009109,173,11,210401,6,7,1,3,6,4,1,2,5,1,0,7,23,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,7.936507936507936
2020,01,009109,174,11,210401,6,7,1,3,6,4,1,2,5,1,0,8,510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
2020,01,009141,116,11,220101,7,4,1,1,5,4,1,1,1,1,0,3,1100,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,9.523809523809524
2020,01,009141,116,11,220101,7,4,1,1,5,4,1,1,1,1,0,6,1100,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,9.523809523809524
2020,01,009141,116,11,220101,7,4,1,1,5,4,1,1,1,1,0,2,1100,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,9.523809523809524
2020,01,009141,130,11,220101,7,4,1,5,5,4,1,1,5,1,0,4,121,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,33.33333333333333
2020,01,009141,130,11,220101,7,4,1,5,5,4,1,1,5,1,0,1,121,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,33.33333333333333
2020,01,009141,130,11,220101,7,4,1,5,5,4,1,1,5,1,0,8,121,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,33.33333333333333
2020,01,009144,014,11,220101,7,4,1,7,5,4,1,1,3,1,1,6,283,2,2,4,2,2,2,3,2,2,4,2,1,1,3,4,2,3,3,3,3,3,3,50.79365079365079
2020,01,009144,014,11,220101,7,4,1,7,5,4,1,1,3,1,1,5,283,2,2,4,2,2,2,3,2,2,4,2,1,1,3,4,2,3,3,3,3,3,3,50.79365079365079
2020,01,009144,014,11,220101,7,4,1,7,5,4,1,1,3,1,1,6,283,2,2,4,2,2,2,3,2,2,4,2,1,1,3,4,2,3,3,3,3,3,3,50.79365079365079
2020,01,009144,014,11,220101,7,4,1,7,5,4,1,1,3,1,1,5,283,2,2,4,2,2,2,3,2,2,4,2,1,1,3,4,2,3,3,3,3,3,3,50.79365079365079
2020,01,009144,014,11,220101,7,4,1,7,5,4,1,1,3,1,1,3,283,2,2,4,2,2,2,3,2,2,4,2,1,1,3,4,2,3,3,3,3,3,3,50.79365079365079
2020,01,009144,021,11,220101,7,4,1,1,3,1,1,1,5,1,0,6,1490,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,30.158730158730158
2020,01,009144,021,11,220101,7,4,1,1,3,1,1,1,5,1,0,5,1490,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,30.158730158730158
2020,01,009144,051,11,220101,7,4,1,1,5,4,1,1,5,1,0,3,182,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,4,1,1,2,2,2,2,28.57142857142857
2020,01,009144,051,11,220101,7,4,1,1,5,4,1,1,5,1,0,5,182,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,4,1,1,2,2,2,2,28.57142857142857
2020,01,009144,051,11,220101,7,4,1,1,5,4,1,1,5,1,0,5,182,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,4,1,1,2,2,2,2,28.57142857142857
2020,01,009144,051,11,220101,7,4,1,1,5,4,1,1,5,1,0,3,182,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,4,1,1,2,2,2,2,28.57142857142857
2020,01,009144,051,11,220101,7,4,1,1,5,4,1,1,5,1,0,2,182,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,4,1,1,2,2,2,2,28.57142857142857
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,4,78,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,4,960,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,3,78,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,3,960,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,6,78,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,010,11,220803,7,5,1,7,6,4,1,1,1,1,0,6,960,3,3,3,1,4,3,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,49.2063492063492
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,1,253,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,1,468,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,3,253,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,3,468,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,7,253,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,072,11,220803,7,5,1,7,5,4,1,2,1,1,0,7,468,2,2,3,2,4,2,4,2,2,4,1,2,2,2,2,4,2,2,4,2,4,3,52.38095238095239
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,3,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,3,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,6,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,4,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,4,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009156,085,12,220803,7,5,1,7,6,4,1,1,5,1,1,6,268,2,2,3,3,3,1,2,3,2,3,3,2,2,3,2,1,2,3,2,3,3,3,46.03174603174603
2020,01,009171,008,11,220510,7,5,1,1,5,4,1,1,1,1,0,8,253,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,1,2,1,2,1,2,38.095238095238095
2020,01,009171,008,11,220510,7,5,1,1,5,4,1,1,1,1,0,9,253,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,1,2,1,2,1,2,38.095238095238095
2020,01,009171,053,11,220510,7,5,1,1,5,4,1,1,4,1,0,4,57,2,2,3,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
2020,01,009171,053,11,220510,7,5,1,1,5,4,1,1,4,1,0,4,57,2,2,3,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
2020,01,009171,053,11,220510,7,5,1,1,5,4,1,1,4,1,0,5,57,2,2,3,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
2020,01,009171,053,11,220510,7,5,1,1,5,4,1,1,4,1,0,3,57,2,2,3,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
2020,01,009171,067,11,220510,7,5,1,3,5,4,1,1,1,1,0,3,354,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,11.11111111111111
2020,01,009171,098,11,220510,7,5,1,5,6,4,1,2,1,1,0,1,285,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,12.698412698412698
2020,01,009171,098,11,220510,7,5,1,5,6,4,1,2,1,1,0,4,285,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,12.698412698412698
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,3,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,3,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,7,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,9,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,1,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,018,11,220801,7,7,1,5,5,4,1,1,5,1,0,2,109,2,4,3,4,4,3,3,4,1,4,4,4,1,4,3,4,4,4,4,4,3,2,79.36507936507937
2020,01,009184,019,11,220801,7,7,1,5,5,4,1,2,5,1,0,3,526,1,2,3,4,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,14.285714285714285
2020,01,009184,019,11,220801,7,7,1,5,5,4,1,2,5,1,0,4,526,1,2,3,4,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,14.285714285714285
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,1,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,4,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,4,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,4,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,4,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,082,11,220102,7,7,1,1,5,4,1,1,5,1,0,3,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,31.746031746031743
2020,01,009191,091,11,220102,7,7,1,9,6,4,1,1,4,1,1,6,2265,2,2,3,2,2,2,3,3,1,3,2,1,1,2,2,1,1,1,1,2,1,2,26.984126984126984
2020,01,009191,091,11,220102,7,7,1,9,6,4,1,1,4,1,1,5,2265,2,2,3,2,2,2,3,3,1,3,2,1,1,2,2,1,1,1,1,2,1,2,26.984126984126984
2020,01,009191,091,11,220102,7,7,1,9,6,4,1,1,4,1,1,6,2265,2,2,3,2,2,2,3,3,1,3,2,1,1,2,2,1,1,1,1,2,1,2,26.984126984126984
2020,01,009191,091,11,220102,7,7,1,9,6,4,1,1,4,1,1,5,2265,2,2,3,2,2,2,3,3,1,3,2,1,1,2,2,1,1,1,1,2,1,2,26.984126984126984
2020,01,009191,091,11,220102,7,7,1,9,6,4,1,1,4,1,1,3,2265,2,2,3,2,2,2,3,3,1,3,2,1,1,2,2,1,1,1,1,2,1,2,26.984126984126984
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,4,1382,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,4,1920,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,3,1382,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,3,1920,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,6,1382,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,6,1920,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,8,1382,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,8,1920,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,1,1382,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009191,092,11,220102,7,7,1,5,5,4,1,1,6,1,1,1,1920,2,3,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,5,34.92063492063492
2020,01,009212,093,11,220304,7,7,1,1,5,4,1,1,1,1,0,3,70,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,5,41.269841269841265
2020,01,009212,093,11,220304,7,7,1,1,5,4,1,1,1,1,0,1,70,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,5,41.269841269841265
2020,01,009212,093,11,220304,7,7,1,1,5,4,1,1,1,1,0,3,70,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,5,41.269841269841265
2020,01,009212,093,11,220304,7,7,1,1,5,4,1,1,1,1,0,3,70,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,5,41.269841269841265
2020,01,009212,095,11,220304,7,7,1,1,5,4,1,1,4,1,0,4,124,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,5,38.095238095238095
2020,01,009212,095,11,220304,7,7,1,1,5,4,1,1,4,1,0,3,124,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,5,38.095238095238095
2020,01,009212,239,11,220304,7,7,1,1,5,4,1,2,1,1,0,3,23,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,7.936507936507936
2020,01,009212,239,11,220304,7,7,1,1,5,4,1,2,1,1,0,6,23,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,7.936507936507936
2020,01,009212,239,11,220304,7,7,1,1,5,4,1,2,1,1,0,4,23,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,7.936507936507936
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,3,32,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,3,735,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,6,32,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,6,735,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,6,32,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,6,735,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,5,32,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,5,735,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,3,32,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,010,11,220910,7,2,1,1,5,4,1,1,1,1,0,3,735,2,2,2,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,26.984126984126984
2020,01,009221,151,11,220910,7,2,1,1,5,4,1,1,1,1,0,5,407,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6.349206349206349
2020,01,009221,151,11,220910,7,2,1,1,5,4,1,1,1,1,0,4,407,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6.349206349206349
2020,01,009221,151,11,220910,7,2,1,1,5,4,1,1,1,1,0,2,407,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6.349206349206349
2020,01,009221,205,11,220910,7,2,1,1,3,4,1,1,1,1,1,8,137,2,2,4,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
2020,01,009221,205,11,220910,7,2,1,1,3,4,1,1,1,1,1,8,1091,2,2,4,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,15.873015873015872
